sku,sector,material,movimiento,hora_inicio,hora_fin,costo_propio,costo_overflow,sim_id
544208,HPC,544208,Salida,839188.0,852049.8021978119,37326.200000000004,0,1
560806,HPC,560806,Entrada,846245.0439560569,852140.318681336,37326.200000000004,0,1
560806,HPC,560806,Entrada,820338.1318681315,852274.0109890355,37326.200000000004,0,1
550139,HPC,550139,Salida,838271.8021978064,852393.6043956192,37326.200000000004,0,1
958584,HPC,958584,Entrada,810212.2857142857,852413.9670330001,37326.200000000004,0,1
24808,FOODS,24808,Salida,844158.8021978145,852520.6043956226,37326.200000000004,0,1
200442,FOODS,200442,Entrada,845752.3956044063,852557.3736263893,37326.200000000004,0,1
925654,HPC,925654,Salida,820550.0,852911.8021978273,37326.200000000004,0,1
156398,FOODS,156398,Entrada,849985.9065934222,853036.0769230945,37326.200000000004,0,1
224671,HPC,224671,Salida,774237.0,853038.8021978643,37326.200000000004,0,1
548078,AEROSOL,548078,Salida,820217.6703296846,853119.4725275125,37326.200000000004,0,1
156398,FOODS,156398,Entrada,850172.8626373779,853164.186813204,37326.200000000004,0,1
551551,HPC,551551,Entrada,775993.8021978018,853169.505494566,37326.200000000004,0,1
560806,HPC,560806,Entrada,847553.736263747,853224.3406593554,37326.200000000004,0,1
551915,HPC,551915,Salida,840084.8021978234,853726.6043956358,37326.200000000004,0,1
171298,FOODS,171298,Salida,800669.8021978027,853731.6043956465,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,853786.6043956409,37326.200000000004,0,1
560806,HPC,560806,Entrada,847740.6923077027,853811.5164835313,37326.200000000004,0,1
89687,FOODS,89687,Entrada,844265.7527472607,853840.2362637514,37326.200000000004,0,1
24948,FOODS,24948,Entrada,844141.1153846236,853894.4450549606,37326.200000000004,0,1
926545,HPC,926545,Entrada,819638.1098901094,853986.1428571692,37326.200000000004,0,1
555801,FOODS,555801,Entrada,828452.2967032979,854052.8516483727,37326.200000000004,0,1
560806,HPC,560806,Entrada,847865.3296703398,854117.4835164982,37326.200000000004,0,1
550139,HPC,550139,Salida,838271.8021978064,854373.6043956209,37326.200000000004,0,1
24783,FOODS,24783,Entrada,845627.7582417692,854485.4560439736,37326.200000000004,0,1
544207,HPC,544207,Salida,842897.8021978042,854679.6043956152,37326.200000000004,0,1
560806,HPC,560806,Salida,770952.9340659339,854682.868131934,37326.200000000004,0,1
89687,FOODS,89687,Salida,770937.0,854807.3626374291,37326.200000000004,0,1
550132,HPC,550132,Salida,823287.802197803,855049.6043956298,37326.200000000004,0,1
550132,HPC,550132,Salida,823287.802197803,855169.60439563,37326.200000000004,0,1
926545,HPC,926545,Salida,777603.8021978046,855325.604395668,37326.200000000004,0,1
958584,HPC,958584,Salida,803323.0,855434.9340659754,37326.200000000004,0,1
922313,HPC,922313,Salida,813187.8021978039,855569.6043956392,37326.200000000004,0,1
958584,HPC,958584,Salida,855434.9340659754,855594.4835165247,37326.200000000004,0,1
922313,HPC,922313,Salida,813187.8021978039,855689.6043956393,37326.200000000004,0,1
560806,HPC,560806,Salida,770971.2967032964,856058.59340666,37326.200000000004,0,1
551915,HPC,551915,Salida,821267.8021978089,856089.6043956382,37326.200000000004,0,1
560806,HPC,560806,Entrada,846805.9120879242,856180.0329670521,37326.200000000004,0,1
560804,HPC,560804,Salida,829127.8021978259,856209.604395649,37326.200000000004,0,1
560806,HPC,560806,Entrada,848737.7912087999,856316.241758256,37326.200000000004,0,1
24782,FOODS,24782,Entrada,845814.7142857249,856459.6923077109,37326.200000000004,0,1
926545,HPC,926545,Salida,777603.8021978046,856525.604395669,37326.200000000004,0,1
89688,FOODS,89688,Entrada,842897.6538461605,856609.8296703468,37326.200000000004,0,1
205200,HPC,205200,Salida,824068.4615384617,856730.2637362893,37326.200000000004,0,1
61670,HPC,61670,Entrada,840947.5714285779,856752.9780219966,37326.200000000004,0,1
926545,HPC,926545,Salida,803023.0,857044.8021978445,37326.200000000004,0,1
156398,FOODS,156398,Entrada,849798.9505494664,857169.1208791422,37326.200000000004,0,1
922313,HPC,922313,Salida,813187.8021978039,857249.6043956405,37326.200000000004,0,1
560806,HPC,560806,Entrada,847927.6483516585,857299.8021978193,37326.200000000004,0,1
927500,HPC,927500,Salida,830353.0,857345.5714285922,37326.200000000004,0,1
168368,FOODS,168368,Entrada,828405.5769230836,857366.1318681611,37326.200000000004,0,1
198436,FOODS,198436,Salida,826640.0714285711,857470.8736263977,37326.200000000004,0,1
975472,FOODS,975472,Salida,841928.80219781,857471.9670329869,37326.200000000004,0,1
89687,FOODS,89687,Entrada,826586.313186812,857574.4780220011,37326.200000000004,0,1
948555,HPC,948555,Entrada,840293.0,857710.9560439695,37326.200000000004,0,1
958584,HPC,958584,Salida,803771.1758241758,857871.2197802626,37326.200000000004,0,1
958720,HPC,958720,Salida,824068.4615384617,857930.2637362903,37326.200000000004,0,1
925654,HPC,925654,Salida,820589.0,857990.8021978313,37326.200000000004,0,1
971416,HPC,971416,Entrada,850686.7912088288,858086.3956044385,37326.200000000004,0,1
558489,FOODS,558489,Salida,806369.0,858259.7197802607,37326.200000000004,0,1
551395,HPC,551395,Salida,823596.0989010988,858384.0219780493,37326.200000000004,0,1
922313,HPC,922313,Salida,820748.8021978091,858390.6043956405,37326.200000000004,0,1
544207,HPC,544207,Salida,839709.0,858450.8021978164,37326.200000000004,0,1
89687,FOODS,89687,Entrada,828639.2527472536,858500.9615384857,37326.200000000004,0,1
926545,HPC,926545,Salida,833481.0,858657.5714285913,37326.200000000004,0,1
975473,FOODS,975473,Salida,840348.0,858909.8021978163,37326.200000000004,0,1
975473,FOODS,975473,Salida,840168.0,858969.8021978165,37326.200000000004,0,1
171287,FOODS,171287,Salida,800189.0,859036.6153846619,37326.200000000004,0,1
958584,HPC,958584,Entrada,785186.6923076942,859061.7912088515,37326.200000000004,0,1
198581,FOODS,198581,Entrada,821851.0,859146.7472527765,37326.200000000004,0,1
545271,AEROSOL,545271,Salida,772574.0,859187.8901099585,37326.200000000004,0,1
8560,FOODS,8560,Entrada,826796.0,859284.8791209046,37326.200000000004,0,1
224671,HPC,224671,Salida,807761.8021978044,859623.6043956473,37326.200000000004,0,1
168343,FOODS,168343,Salida,847270.8131868184,859712.6153846298,37326.200000000004,0,1
6081,FOODS,6081,Salida,826640.0714285711,859751.5879121138,37326.200000000004,0,1
193622,HPC,193622,Salida,829044.967032969,859846.7692307951,37326.200000000004,0,1
156398,FOODS,156398,Entrada,793946.7307692351,859876.5439561004,37326.200000000004,0,1
958584,HPC,958584,Salida,777603.8021978046,859957.1428572105,37326.200000000004,0,1
921909,HPC,921909,Entrada,847491.4175824284,860062.0219780423,37326.200000000004,0,1
224668,HPC,224668,Salida,823643.0,860218.4175824465,37326.200000000004,0,1
171298,FOODS,171298,Salida,799429.1263736264,860230.9285714764,37326.200000000004,0,1
218839,FOODS,218839,Entrada,859347.1978022231,860333.3296703553,37326.200000000004,0,1
958584,HPC,958584,Salida,855434.9340659754,860336.0769231218,37326.200000000004,0,1
224668,HPC,224668,Salida,860218.4175824465,860377.2967033255,37326.200000000004,0,1
61670,HPC,61670,Entrada,840910.2417582477,860435.6483516694,37326.200000000004,0,1
225857,FOODS,225857,Salida,859036.6153846619,860438.4175824646,37326.200000000004,0,1
560806,HPC,560806,Entrada,845871.1318681455,860477.4065934315,37326.200000000004,0,1
560806,HPC,560806,Entrada,845933.4505494641,860540.8791209039,37326.200000000004,0,1
926545,HPC,926545,Entrada,845913.5714285775,860579.8461538635,37326.200000000004,0,1
231614,HPC,231614,Salida,822617.8021978089,860648.780219817,37326.200000000004,0,1
117970,HPC,117970,Salida,826761.0,860696.769230796,37326.200000000004,0,1
958584,HPC,958584,Salida,847800.0109890221,860732.0000000211,37326.200000000004,0,1
168368,FOODS,168368,Entrada,859284.8791209046,860760.2142857405,37326.200000000004,0,1
948591,HPC,948591,Entrada,807371.0219780211,860800.5274725688,37326.200000000004,0,1
117970,HPC,117970,Salida,860696.769230796,860853.6923077189,37326.200000000004,0,1
117970,HPC,117970,Salida,860696.769230796,860854.8461538729,37326.200000000004,0,1
553550,HPC,553550,Salida,860696.769230796,860855.2197802464,37326.200000000004,0,1
975472,FOODS,975472,Salida,832908.8021978029,860869.2197802425,37326.200000000004,0,1
61670,HPC,61670,Entrada,831897.9999999995,860900.230769253,37326.200000000004,0,1
558489,FOODS,558489,Entrada,859658.791208816,860944.1263736518,37326.200000000004,0,1
218839,FOODS,218839,Salida,847270.8131868184,860999.5824175982,37326.200000000004,0,1
926545,HPC,926545,Entrada,826758.2747252798,861031.4065934385,37326.200000000004,0,1
926545,HPC,926545,Salida,857044.8021978445,861103.318681364,37326.200000000004,0,1
958584,HPC,958584,Salida,847800.0109890221,861214.8021978238,37326.200000000004,0,1
560806,HPC,560806,Salida,773671.4065934077,861291.3406594112,37326.200000000004,0,1
224671,HPC,224671,Entrada,832669.0,861296.7692307917,37326.200000000004,0,1
117970,HPC,117970,Salida,860696.769230796,861459.1978022249,37326.200000000004,0,1
100337,FOODS,100337,Salida,824956.0,861517.8021978306,37326.200000000004,0,1
117970,HPC,117970,Salida,860696.769230796,861579.197802225,37326.200000000004,0,1
117970,HPC,117970,Salida,860696.769230796,861639.7472527745,37326.200000000004,0,1
117976,HPC,117976,Salida,860696.769230796,861689.1318681593,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,861766.6043956472,37326.200000000004,0,1
224671,HPC,224671,Entrada,861421.4065934288,861861.7472527694,37326.200000000004,0,1
24948,FOODS,24948,Entrada,812000.6923076914,862010.4780220166,37326.200000000004,0,1
224667,HPC,224667,Salida,860696.769230796,862158.5714285987,37326.200000000004,0,1
545273,AEROSOL,545273,Salida,859187.8901099585,862221.7802198504,37326.200000000004,0,1
926545,HPC,926545,Salida,822755.0,862269.7912088224,37326.200000000004,0,1
156398,FOODS,156398,Entrada,812370.0,862320.9395604789,37326.200000000004,0,1
958584,HPC,958584,Salida,862269.7912088224,862432.0879121189,37326.200000000004,0,1
224671,HPC,224671,Entrada,861359.0879121103,862458.8791209019,37326.200000000004,0,1
925654,HPC,925654,Salida,857990.8021978313,862572.6043956366,37326.200000000004,0,1
171298,FOODS,171298,Salida,800669.8021978027,862791.6043956537,37326.200000000004,0,1
926545,HPC,926545,Salida,862269.7912088224,862905.7582417898,37326.200000000004,0,1
156398,FOODS,156398,Entrada,862757.1703297088,862964.8131868514,37326.200000000004,0,1
156398,FOODS,156398,Entrada,862320.9395604789,863006.2747253141,37326.200000000004,0,1
156398,FOODS,156398,Entrada,862819.4890110275,863027.13186817,37326.200000000004,0,1
560806,HPC,560806,Salida,798498.9230769434,863088.8571429282,37326.200000000004,0,1
171298,FOODS,171298,Salida,800669.8021978027,863091.6043956539,37326.200000000004,0,1
156398,FOODS,156398,Entrada,862881.807692346,863149.4505494887,37326.200000000004,0,1
156398,FOODS,156398,Entrada,862507.8956044345,863194.3846154236,37326.200000000004,0,1
156398,FOODS,156398,Entrada,862944.1263736646,863211.7692308072,37326.200000000004,0,1
156398,FOODS,156398,Entrada,863006.4450549831,863215.2417582796,37326.200000000004,0,1
926545,HPC,926545,Salida,828209.9340659536,863233.8351648824,37326.200000000004,0,1
156398,FOODS,156398,Entrada,863068.7637363017,863277.5604395982,37326.200000000004,0,1
198581,FOODS,198581,Entrada,784292.3131868122,863340.395604457,37326.200000000004,0,1
156398,FOODS,156398,Entrada,863131.0824176203,863399.8791209168,37326.200000000004,0,1
156398,FOODS,156398,Entrada,863193.4010989389,863462.1978022354,37326.200000000004,0,1
156398,FOODS,156398,Entrada,849238.0824175993,863492.9780220059,37326.200000000004,0,1
156398,FOODS,156398,Entrada,863255.7197802574,863585.6703297079,37326.200000000004,0,1
156398,FOODS,156398,Entrada,863318.038461576,863647.9890110265,37326.200000000004,0,1
560806,HPC,560806,Salida,770971.2967032964,863678.5934066661,37326.200000000004,0,1
224669,HPC,224669,Salida,860696.769230796,863718.5714286,37326.200000000004,0,1
958584,HPC,958584,Salida,777603.8021978046,863738.2967033674,37326.200000000004,0,1
156398,FOODS,156398,Entrada,863380.3571428946,863770.307692345,37326.200000000004,0,1
156398,FOODS,156398,Entrada,863442.6758242132,863832.6263736637,37326.200000000004,0,1
973605,HPC,973605,Salida,817833.8021978152,864055.6043956535,37326.200000000004,0,1
156398,FOODS,156398,Entrada,849549.6758241921,864169.0769231045,37326.200000000004,0,1
202266,FOODS,202266,Salida,774395.0,864236.802197873,37326.200000000004,0,1
224669,HPC,224669,Salida,860696.769230796,864258.5714286005,37326.200000000004,0,1
23460,FOODS,23460,Entrada,798371.0659340764,864336.0439561065,37326.200000000004,0,1
61670,HPC,61670,Entrada,785732.7582417596,864353.340659404,37326.200000000004,0,1
939575,HPC,939575,Entrada,824553.8461538601,864468.5714286166,37326.200000000004,0,1
156398,FOODS,156398,Entrada,863691.9505494875,864500.9395604767,37326.200000000004,0,1
926555,HPC,926555,Entrada,809840.8131868129,864653.4945055374,37326.200000000004,0,1
171298,FOODS,171298,Salida,799429.1263736264,864730.9285714799,37326.200000000004,0,1
156398,FOODS,156398,Entrada,863754.269230806,864804.4120879493,37326.200000000004,0,1
224670,HPC,224670,Entrada,785608.1208791224,864826.3956044598,37326.200000000004,0,1
156398,FOODS,156398,Entrada,863504.9945055317,864973.9835165215,37326.200000000004,0,1
550132,HPC,550132,Salida,831708.8021978096,865030.6043956376,37326.200000000004,0,1
958584,HPC,958584,Entrada,809771.8131868129,865123.340659384,37326.200000000004,0,1
958584,HPC,958584,Entrada,776008.1208791202,865123.824175894,37326.200000000004,0,1
160305,FOODS,160305,Entrada,811961.6373626427,865271.4230769704,37326.200000000004,0,1
560806,HPC,560806,Salida,835783.4835165065,865282.0000000462,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,865366.6043956501,37326.200000000004,0,1
975494,FOODS,975494,Entrada,842076.2032967036,865391.483516502,37326.200000000004,0,1
156398,FOODS,156398,Entrada,863941.2252747618,865471.3681319054,37326.200000000004,0,1
156398,FOODS,156398,Entrada,794009.0494505536,865638.8626374234,37326.200000000004,0,1
550139,HPC,550139,Salida,838271.8021978064,865833.60439563,37326.200000000004,0,1
926555,HPC,926555,Entrada,835848.0,865923.6483516719,37326.200000000004,0,1
550139,HPC,550139,Salida,838271.8021978064,865953.6043956301,37326.200000000004,0,1
958584,HPC,958584,Salida,777603.8021978046,866078.2967033692,37326.200000000004,0,1
926545,HPC,926545,Entrada,865923.6483516719,866119.8901099134,37326.200000000004,0,1
560806,HPC,560806,Salida,798498.9230769434,866268.8571429307,37326.200000000004,0,1
560806,HPC,560806,Entrada,808169.0,866329.5824176281,37326.200000000004,0,1
925654,HPC,925654,Salida,857990.8021978313,866472.6043956397,37326.200000000004,0,1
156398,FOODS,156398,Entrada,863567.3131868503,866476.3021978412,37326.200000000004,0,1
560806,HPC,560806,Entrada,866329.5824176281,866525.3956044411,37326.200000000004,0,1
560806,HPC,560806,Salida,817710.4835164922,866584.1208791682,37326.200000000004,0,1
959450,HPC,959450,Salida,860696.769230796,866598.5714286022,37326.200000000004,0,1
89688,FOODS,89688,Entrada,833834.0,866643.0164835423,37326.200000000004,0,1
958584,HPC,958584,Salida,823040.6373626374,866691.6483516829,37326.200000000004,0,1
24948,FOODS,24948,Entrada,819032.7747252743,866703.7142857515,37326.200000000004,0,1
156398,FOODS,156398,Entrada,864065.8626373989,866797.1593406973,37326.200000000004,0,1
958584,HPC,958584,Salida,777603.8021978046,866799.4505495236,37326.200000000004,0,1
958584,HPC,958584,Salida,777603.8021978046,866858.241758315,37326.200000000004,0,1
948423,HPC,948423,Entrada,808494.7252747243,866890.923076968,37326.200000000004,0,1
948591,HPC,948591,Entrada,806934.7912087912,866950.1208791682,37326.200000000004,0,1
156398,FOODS,156398,Entrada,850235.1813186965,866966.5054945335,37326.200000000004,0,1
926545,HPC,926545,Entrada,826509.0000000055,867022.329670367,37326.200000000004,0,1
560806,HPC,560806,Salida,817710.4835164922,867125.2747253225,37326.200000000004,0,1
114498,FOODS,114498,Salida,847270.8131868184,867512.615384636,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,867586.6043956518,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,867646.6043956518,37326.200000000004,0,1
958584,HPC,958584,Salida,777603.8021978046,867699.3956044695,37326.200000000004,0,1
926545,HPC,926545,Entrada,835861.494505494,867737.373626398,37326.200000000004,0,1
551551,HPC,551551,Entrada,811794.8131868412,867782.0329671052,37326.200000000004,0,1
36397,FOODS,36397,Entrada,784919.7527472515,867931.4890110533,37326.200000000004,0,1
171298,FOODS,171298,Salida,799429.1263736264,868030.9285714825,37326.200000000004,0,1
24783,FOODS,24783,Entrada,845129.2087912206,868083.6923077218,37326.200000000004,0,1
560806,HPC,560806,Salida,817710.4835164922,868145.2747253233,37326.200000000004,0,1
549072,HPC,549072,Salida,828124.0,868238.0109890427,37326.200000000004,0,1
545273,AEROSOL,545273,Salida,808997.8021978096,868299.6043956582,37326.200000000004,0,1
551551,HPC,551551,Entrada,785214.8571428572,868329.9560440219,37326.200000000004,0,1
560806,HPC,560806,Salida,868238.0109890427,868393.637362669,37326.200000000004,0,1
560806,HPC,560806,Salida,868238.0109890427,868393.637362669,37326.200000000004,0,1
560806,HPC,560806,Salida,868238.0109890427,868398.2307692623,37326.200000000004,0,1
560806,HPC,560806,Salida,868238.0109890427,868398.2307692623,37326.200000000004,0,1
926555,HPC,926555,Entrada,810489.0,868483.703296749,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,868666.6043956527,37326.200000000004,0,1
975491,FOODS,975491,Salida,828004.0,868794.8021978344,37326.200000000004,0,1
236028,FOODS,236028,Salida,835677.2527472542,868868.5054945326,37326.200000000004,0,1
193622,HPC,193622,Entrada,805329.0,868882.3296703799,37326.200000000004,0,1
224670,HPC,224670,Entrada,829618.0,868929.9780220089,37326.200000000004,0,1
959537,HPC,959537,Salida,785923.8021978113,869045.6043956791,37326.200000000004,0,1
198581,FOODS,198581,Entrada,783549.0,869094.8021978699,37326.200000000004,0,1
224670,HPC,224670,Entrada,868929.9780220089,869126.8901099208,37326.200000000004,0,1
193622,HPC,193622,Entrada,868882.3296703799,869132.054945105,37326.200000000004,0,1
224670,HPC,224670,Entrada,868992.2967033276,869186.582417613,37326.200000000004,0,1
193622,HPC,193622,Entrada,869006.967033017,869202.4065934564,37326.200000000004,0,1
169905,FOODS,169905,Entrada,821634.9945054938,869249.5879121247,37326.200000000004,0,1
198581,FOODS,198581,Entrada,811650.0439560498,869275.0219780733,37326.200000000004,0,1
224670,HPC,224670,Entrada,869179.2527472832,869378.9120879422,37326.200000000004,0,1
193622,HPC,193622,Entrada,869193.9230769727,869386.9120879616,37326.200000000004,0,1
156398,FOODS,156398,Entrada,850048.2252747407,869419.5494505799,37326.200000000004,0,1
23460,FOODS,23460,Entrada,869094.8021978699,869426.0989011663,37326.200000000004,0,1
89687,FOODS,89687,Entrada,869219.439560507,869431.8901099572,37326.200000000004,0,1
224670,HPC,224670,Entrada,869241.5714286019,869434.5604395906,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,869446.6043956534,37326.200000000004,0,1
927155,HPC,927155,Entrada,808681.6813186799,869540.1868132334,37326.200000000004,0,1
169905,FOODS,169905,Entrada,869281.7582418255,869554.2087912759,37326.200000000004,0,1
224670,HPC,224670,Entrada,869303.8901099204,869559.7692307993,37326.200000000004,0,1
89687,FOODS,89687,Entrada,869344.0769231442,869616.5274725944,37326.200000000004,0,1
24948,FOODS,24948,Entrada,869468.7142857813,869682.3186813855,37326.200000000004,0,1
560806,HPC,560806,Entrada,869505.5164835656,869703.0989011476,37326.200000000004,0,1
89687,FOODS,89687,Salida,840220.0,869727.6153846385,37326.200000000004,0,1
168368,FOODS,168368,Entrada,869531.0329670998,869744.637362704,37326.200000000004,0,1
89687,FOODS,89687,Entrada,869406.3956044627,869798.8461539131,37326.200000000004,0,1
560806,HPC,560806,Entrada,869567.8351648841,869829.747252796,37326.200000000004,0,1
224670,HPC,224670,Entrada,869553.1648351947,869870.7472527769,37326.200000000004,0,1
560806,HPC,560806,Entrada,869630.1538462027,869893.2197802684,37326.200000000004,0,1
224670,HPC,224670,Entrada,869615.4835165133,869997.3956044252,37326.200000000004,0,1
234443,FOODS,234443,Salida,832699.6813186811,870030.9340659628,37326.200000000004,0,1
61670,HPC,61670,Entrada,869677.8021978318,870060.8681318976,37326.200000000004,0,1
560806,HPC,560806,Entrada,869879.428571477,870095.5164835646,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,870106.6043956538,37326.200000000004,0,1
560806,HPC,560806,Entrada,869941.7472527956,870157.8351648832,37326.200000000004,0,1
560806,HPC,560806,Entrada,870004.0659341142,870221.3076923557,37326.200000000004,0,1
550132,HPC,550132,Salida,821624.0,870245.8021978403,37326.200000000004,0,1
560806,HPC,560806,Entrada,870066.3846154327,870283.6263736743,37326.200000000004,0,1
560806,HPC,560806,Entrada,870128.7032967512,870407.0989011468,37326.200000000004,0,1
560806,HPC,560806,Entrada,870191.0219780698,870469.4175824653,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,870526.6043956542,37326.200000000004,0,1
61670,HPC,61670,Entrada,836341.7362637384,870624.8351648642,37326.200000000004,0,1
948892,HPC,948892,Salida,775144.0,870625.8021978777,37326.200000000004,0,1
61670,HPC,61670,Entrada,869740.1208791503,870732.7472527772,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,870766.6043956544,37326.200000000004,0,1
560806,HPC,560806,Entrada,846182.7252747384,870856.8461538785,37326.200000000004,0,1
560806,HPC,560806,Entrada,848114.6043956141,870988.1758242034,37326.200000000004,0,1
224670,HPC,224670,Entrada,869366.208791239,871120.3296703608,37326.200000000004,0,1
193622,HPC,193622,Salida,829044.967032969,871186.769230804,37326.200000000004,0,1
560806,HPC,560806,Entrada,869318.5604396098,871254.4395604901,37326.200000000004,0,1
89686,FOODS,89686,Salida,828072.8021978043,871294.6043956403,37326.200000000004,0,1
24370,FOODS,24370,Entrada,821809.0,871404.7472527863,37326.200000000004,0,1
560806,HPC,560806,Entrada,869692.4725275213,871405.0989011487,37326.200000000004,0,1
142947,FOODS,142947,Salida,799145.159340675,871706.9615385343,37326.200000000004,0,1
560806,HPC,560806,Salida,835783.4835165065,871821.8791209306,37326.200000000004,0,1
551551,HPC,551551,Entrada,782496.0,871907.802197873,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,871966.6043956553,37326.200000000004,0,1
948892,HPC,948892,Salida,870625.8021978777,871967.6043956802,37326.200000000004,0,1
560806,HPC,560806,Entrada,847803.0109890213,872052.3626373918,37326.200000000004,0,1
156398,FOODS,156398,Entrada,862570.2142857532,872196.7032967494,37326.200000000004,0,1
560806,HPC,560806,Entrada,847055.1868131984,872331.6153846467,37326.200000000004,0,1
545275,AEROSOL,545275,Salida,859187.8901099585,872481.7802198585,37326.200000000004,0,1
941103,HPC,941103,Salida,857345.5714285922,872518.142857175,37326.200000000004,0,1
156398,FOODS,156398,Entrada,850110.5439560593,872601.8681319009,37326.200000000004,0,1
218839,FOODS,218839,Entrada,786116.8351648346,872614.5329671009,37326.200000000004,0,1
167642,HPC,167642,Entrada,870440.2967033441,872726.5934066422,37326.200000000004,0,1
224670,HPC,224670,Entrada,788912.3956043958,872760.1978022642,37326.200000000004,0,1
193622,HPC,193622,Entrada,868944.6483516984,872855.4725275253,37326.200000000004,0,1
224670,HPC,224670,Entrada,815518.1208791222,872889.6703297169,37326.200000000004,0,1
544208,HPC,544208,Salida,848991.8021978093,872893.60439563,37326.200000000004,0,1
560806,HPC,560806,Entrada,846868.2307692427,872983.5054945378,37326.200000000004,0,1
560806,HPC,560806,Salida,846575.4835165151,873012.2417582942,37326.200000000004,0,1
168368,FOODS,168368,Entrada,811689.0989010986,873035.2307692788,37326.200000000004,0,1
948555,HPC,948555,Entrada,830548.373626375,873117.2637362985,37326.200000000004,0,1
560806,HPC,560806,Salida,846575.4835165151,873193.3956044482,37326.200000000004,0,1
926545,HPC,926545,Entrada,809695.0,873266.5274725776,37326.200000000004,0,1
24948,FOODS,24948,Salida,835890.7912087993,873427.005494543,37326.200000000004,0,1
224670,HPC,224670,Entrada,869428.5274725575,873463.8021978351,37326.200000000004,0,1
926545,HPC,926545,Salida,785923.8021978113,873545.6043956826,37326.200000000004,0,1
52427,FOODS,52427,Salida,835890.7912087993,873938.0879121255,37326.200000000004,0,1
961498,HPC,961498,Salida,785923.8021978113,874025.604395683,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,874066.604395657,37326.200000000004,0,1
171298,FOODS,171298,Salida,806041.802197807,874403.604395663,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,874546.6043956574,37326.200000000004,0,1
941103,HPC,941103,Salida,857345.5714285922,874618.1428571767,37326.200000000004,0,1
948597,HPC,948597,Entrada,817376.846153852,874703.7252747762,37326.200000000004,0,1
943409,AEROSOL,943409,Salida,798880.0,874921.8021978621,37326.200000000004,0,1
235585,HPC,235585,Salida,832278.2527472532,875090.8021978362,37326.200000000004,0,1
551889,HPC,551889,Salida,857345.5714285922,875098.1428571771,37326.200000000004,0,1
926555,HPC,926555,Entrada,835736.8571428568,875172.615384646,37326.200000000004,0,1
52428,FOODS,52428,Salida,786643.0,875195.3131868835,37326.200000000004,0,1
560804,HPC,560804,Salida,850464.8021978367,875266.604395658,37326.200000000004,0,1
156398,FOODS,156398,Entrada,862383.2582417974,875368.5934066424,37326.200000000004,0,1
199913,FOODS,199913,Salida,875195.3131868835,875373.4780220481,37326.200000000004,0,1
199913,FOODS,199913,Salida,875195.3131868835,875375.1813187514,37326.200000000004,0,1
24370,FOODS,24370,Entrada,804988.5934065931,875515.961538517,37326.200000000004,0,1
560806,HPC,560806,Entrada,869754.7912088399,875668.5714286243,37326.200000000004,0,1
925654,HPC,925654,Salida,835731.8021978136,875713.604395647,37326.200000000004,0,1
171298,FOODS,171298,Salida,803172.8021978047,875734.604395664,37326.200000000004,0,1
975268,HPC,975268,Entrada,808849.0,875817.4285714814,37326.200000000004,0,1
156398,FOODS,156398,Entrada,784795.1153846143,875966.8516484228,37326.200000000004,0,1
224670,HPC,224670,Entrada,786868.7032967028,876094.8241758943,37326.200000000004,0,1
560806,HPC,560806,Entrada,846992.8681318798,876229.2967033313,37326.200000000004,0,1
925654,HPC,925654,Salida,820651.0,876232.8021978458,37326.200000000004,0,1
83958,HPC,83958,Salida,838171.0,876338.2967033263,37326.200000000004,0,1
168368,FOODS,168368,Entrada,821759.6318681309,876395.3791209213,37326.200000000004,0,1
560806,HPC,560806,Salida,846575.4835165151,876553.3956044508,37326.200000000004,0,1
224671,HPC,224671,Salida,876338.2967033263,876596.7912088205,37326.200000000004,0,1
156398,FOODS,156398,Entrada,786928.7197802186,876668.9175824873,37326.200000000004,0,1
550139,HPC,550139,Salida,838271.8021978064,876753.6043956386,37326.200000000004,0,1
544208,HPC,544208,Salida,852049.8021978119,876791.6043956331,37326.200000000004,0,1
551551,HPC,551551,Entrada,871907.802197873,876835.252747327,37326.200000000004,0,1
24948,FOODS,24948,Entrada,847648.7362637857,876894.8681319404,37326.200000000004,0,1
925654,HPC,925654,Salida,852911.8021978273,877233.6043956482,37326.200000000004,0,1
550139,HPC,550139,Salida,832138.0,877399.8021978376,37326.200000000004,0,1
927500,HPC,927500,Salida,830398.0,877459.802197839,37326.200000000004,0,1
168368,FOODS,168368,Entrada,859534.1538461789,877498.3351648741,37326.200000000004,0,1
560806,HPC,560806,Entrada,848675.4725274813,877552.7692308006,37326.200000000004,0,1
560806,HPC,560806,Entrada,847616.0549450656,877647.8131868473,37326.200000000004,0,1
